codigo_barras,nome_produto,descricao
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE DESN.1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SEMI DESNATADO SHEFA GFA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA 1L INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#04022110#LEITE TIROL INTEGRAL 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,SHEFA LEITE 1L PET I
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO UHT 1 L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LT SHEFA SEMI DESN
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE UHT TIROL- 1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LT SHEFA INTEGRAL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,##08039000#PP BANANA PRATA KG KG
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL 1LT DESN
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER INTEGRAL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INT.1LT (COZ.240U
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV INTEG TIROLEZ
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LTE LV SHEFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA GARRAFA 1L SEMI DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA GFA 1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L INTEG GAR
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,L SHEFA SM DES 1L PT-UN C/1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA GFA SEMI DESNATADO 1000ML
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 24109 11/09/2017
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L VIDA TIROL DESNAT 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV INTG TIROL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV DESN SHEFA GFA 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LV.SHEFA FRASCO 1L DESNA
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LTE L/VIDA LIDER INT C
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TIROL 1LT LEITE
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L V SHEFA GF 1L DESNAT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GARRAFA DESNATADO 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L. VIDA TIROL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INT.1 LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L GF DESNATADO
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LV TIROL DESN.
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(0,09)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,SHEFA LEITE INTEGRAL GFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,23)"
7896569400220,LEITE UHT DESNATADO LIDER TP 1000ML,LEITE LIDER DESNATADO TP
7896569400251,LEITE UHT SEMI DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE LV LIDER SEMI 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA UHT DESNAT GF 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GARRAFA SEMIDESNATADO 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L/VIDA TIROL 1L SEMI DESNAT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GAR.INT.1L
7896569400268,LEITE UHT DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE LIDER DESNATADO 1 LT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LTE LV TIROL TP 1L DESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL INTEGR.1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,SHEFA LEITE 1L PET INTEGRAL
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L DESNATADO
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(1,00)"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,TIROL LEITE 1L SEMID
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA UHT INTEG
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA DESNATADO 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TIROL LEITE L. VIDA 1LT INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,###LEITE TIROL INTEGRAL 1 LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LT UHT SHEFA GFA INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEIT TIROL INT 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L.V SHEFA DESN.1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.VIDA TIROL INTEGRAL UND 1 X 1 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT.PET 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#LEITE TIROL INTEGRAL 1 L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,##04012010#LEITE SHEFA 1LT SEMIDESNATADO GFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1L DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L V TIROL 1L INTEGRAL
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L VIDA TIROL 1LT SEMI DE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTGARRAFA 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GF INTEGRAL 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1L SEMI DESNATADO
7896185310040,LEITE UHT DESNATADO SHEFA TP 1000ML,LEITE SHEFA DESNATAD
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,LEITE LONGA VIDA INTEGRAL TIROL 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(1,33)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L INTEG
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L INTE
7896569400251,LEITE UHT SEMI DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE L.VIDA LIDER 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA SEMI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1 L SIG INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL PET 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE GF 1L SHEFA INTEGRAL
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LTE DESN SHEFA PET
7896185310040,LEITE UHT DESNATADO SHEFA TP 1000ML,LEITE LV SHEFA 1L DESN
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(0,39)"
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,SP LEITE LONGA VIDA TIROL 1L DESN .
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE TP LIDER 1L INTEGRAL
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO GFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,84)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA GFA 1L DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(1,49)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TIROL INT.1 LITRO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 3287 23/10/2017
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA 1 LT GARRAFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#17.018.00#0402.99.00#LEITE TIROL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL GARRAFA 1L.
7896569400251,LEITE UHT SEMI DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE LIDER 12X1L SE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 662291 24/11/2017
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.VIDA SHEFA INT.1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA SEMI DES
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,44)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,35)"
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL DESNATADO TP 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(1,25)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA 1L DESNA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 695226 22/06/2018
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(0,62)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA GARRAFA 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VD TIROL INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEI.IN.TIROL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,#1701600 #04012010 #LEITE SHEFA SEMI-DESNATADO PE - UN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LVIDA TIROL 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 16909 01/03/2017
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL UHT INTEGRAL 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1LT INTEGRAL TIROL CX
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE 1LT SHEFA GARRAFA INTEGR
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1LI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(2,61)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEGR
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1L INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L 1L INTEGRA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE GARRAFA 1L SHE
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA PET 1L SE
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L PET
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LV LIDER INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TP TIROL 1LT INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L V TIROL INTEG 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LTE.LV.TIROL TP.INTG.1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INT TIROL 1 LI
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L .
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V.1LT TIROL INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,00)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V TIROL INTEGRAL 1LITRO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TILOL LEITE UHT INTEGRAL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL 1L PET
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INTEGRAL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL 1LT TIROL
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA GF IN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,L.LV TIROL 1L INTEGRAL
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL DESNAT.1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L INTEGRAL GF
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL GF 1L
7896185310040,LEITE UHT DESNATADO SHEFA TP 1000ML,LEITE SHEFA LV 1LT DESNATADO UNIDADE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT INTEG SHEFA GF 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GARRAFA DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA INT.1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMI TP 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT INTEGRAL GARRAFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL ROSCA INTEGRAL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA S DES 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 12 UNIDADES
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,11)"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(0,08)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA SEMI DE
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V.TIROL INTE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GR 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DES
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,L SHEFA INTEG 1L PET-UN C/1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO PET 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT GAR DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TIROL 1LT INTEGR
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GAR.
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL L V INT 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA I 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1L I
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA SEMI DESN 1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE UHT SEMI DESN TIROL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE GAR SHEFA INTEGRAL 1L
7896256600322,LEITE UHT DESNATADO TIROL TP CAIXA 12 X 1000ML,LEITE TIROL 12X1L DE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA GFA 1L INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,L.SHEFA SEMI GARR
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LTE TIROL 1LTO SEMI DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL 1
7896569400251,LEITE UHT SEMI DESNATADO LIDER TP CAIXA 12 X 1000ML,LT SD LIDER LT CX12
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L V TIROL 1L S DES
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEMI DES GF
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LTE UHT TIROL1L DES
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA LITRO GARRAFA DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO 1LT GFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DES UHT 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL UHT 1L TIROL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL 1 LT GARRAFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA UHT INTEGRAL PET 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L DESNATADO GF
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LTE LV TIROL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,##04012010#LEITE TIROL INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT. 1L GARAFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(0,27)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE.SHEFA.DESNAT1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE UHT SEMI DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,L SHEFA GAR DESNA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEM GF 1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1 LT.
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE LIDER INTEGRAL 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE UHT TIROL SEMI DES
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF -OF.
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA GAR 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMIDESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TIROL INTEGR
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V.TIROL 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,&LTE GFA S DES SHEF
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L INT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO 1L GFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L. V. TIROL IN
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,"LTE UHT SHEFA G 1L, DESN"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L GFA INTEGRAL
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE UHT LIDER 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO 1L GF
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TIROL INTEGRAL 1 LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE EST TIROL 1 LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L-VIDA SHEFA G
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL DESN 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA PET DESN 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL TP 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LTE SHEFA UHT 1L,INT"
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE INTEGRAL TIROL LIGHT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LIQ TIROL 1L D
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE LV SHEFA INTEG
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL L V S-DE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV 1L SHEFA GFA INTEG
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L D
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,LEITE TIROL 12X1L IN
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA 1LT INTEGRAL UN
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LV LIDER 1L INTEGR
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA INTEGR
7896569400268,LEITE UHT DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE L VIDA LIDER 1 LITRO DESNATADO CX 12 X 1LT
7896569400213,LEITE UHT SEMI DESNATADO LIDER TP 1000ML,LEITE LIDER SEMI DESNATADO 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L V TIROL SEMI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA V
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#0#04011010#LEITE L/VIDA TIROL 1L INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V. TIROL 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,31)"
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE LIDER 1L INTEG TP UHT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE SEMIDESNATADO TIRO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL GAR SHEFA
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE L VIDA SHEFA 1 LT INTEGRAL CX 12 X 1LT
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE SHEFA INTEGRAL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE GFA SEMIDESNAT SHEFA 1LT
